,customer_id,buyer_business_type,district_id,district_name_ar,city_name_en,area_name_ar,geo_latitude,geo_longitude,registration_date,avg_ticket_size,number_of_transactions,number_of_cancelled_transactions,last_order_date,total_orders_amount,buyer_business_type_encoded,cluster,promo
4544,21156,سوبر ماركت,100184.0,شبرا الخيمه,Cairo,شبرا الخيمه,31.25125,30.12936,2020-09-09,770.28,1.0,0.0,2020-09-29,770.28,2,1,+5000 spendings (10% off)
4546,21165,سوبر ماركت,100152.0,مدينة السلام,Cairo,السلام,30.15673,31.39296,2020-09-09,798.52,2.0,1.0,2021-03-10,1597.04,2,1,+5000 spendings (10% off)
4547,21170,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.12914,31.24894,2020-09-09,1060.91,3.0,0.0,2021-03-10,3182.73,5,1,+5000 spendings (10% off)
4548,21174,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13959,31.2546,2020-09-09,669.3299999999999,4.0,1.0,2021-03-03,2677.32,1,1,+5000 spendings (10% off)
4550,21200,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1314,31.26357,2020-09-10,545.175,2.0,1.0,2020-10-05,1090.35,2,1,+5000 spendings (10% off)
4554,21241,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.153,31.28585,2020-09-10,6261.58,2.0,0.0,2021-02-16,12523.16,2,1,+5000 spendings (10% off)
4555,21242,سوبر ماركت,100140.0,مصر القديمة,Cairo,مصر القديمة,30.03668,31.25797,2020-09-10,54.0,1.0,1.0,2020-09-10,54.0,2,1,+5000 spendings (10% off)
4556,21253,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1435,31.24365,2020-09-10,626.4,5.0,0.0,2020-10-30,3132.0,2,1,+5000 spendings (10% off)
4559,21282,كشك,100140.0,مصر القديمة,Cairo,مصر القديمة,29.99371,31.23462,2020-09-10,761.46,1.0,1.0,2020-09-10,761.46,5,1,+5000 spendings (10% off)
4560,21300,كشك,100157.0,بولاق الدكرور,Giza,زنين,30.03493,31.18653,2020-09-10,753.9799999999999,3.0,2.0,2020-09-28,2261.94,5,1,+5000 spendings (10% off)
4561,21302,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.24373,30.14355,2020-09-10,1044.4775,4.0,0.0,2021-03-03,4177.91,2,1,+5000 spendings (10% off)
4562,21335,سوبر ماركت,100119.0,فيصل,Giza,,30.01734,31.18329,2020-09-12,513.25,2.0,0.0,2021-01-28,1026.5,2,1,+5000 spendings (10% off)
4563,21340,كشك,100119.0,فيصل,Giza,,30.01804,31.16599,2020-09-12,671.45,2.0,0.0,2020-09-24,1342.9,5,1,+5000 spendings (10% off)
4564,21346,سوبر ماركت,100119.0,فيصل,Giza,,30.0172,31.1794,2020-09-12,260.0,1.0,0.0,2020-09-17,260.0,2,1,+5000 spendings (10% off)
4567,21369,كشك,100123.0,الهرم,Giza,المريوطية هرم,29.96358,29.96358,2020-09-12,348.3666666666666,3.0,1.0,2020-09-27,1045.1,1,1,+5000 spendings (10% off)
4568,21375,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.24841,30.14789,2020-09-12,863.06,4.0,2.0,2021-01-29,3452.24,2,1,+5000 spendings (10% off)
4570,21379,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.12756,31.26867,2020-09-12,526.75,1.0,0.0,2020-09-12,526.75,5,1,+5000 spendings (10% off)
4571,21390,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.12765,31.26769,2020-09-12,576.24,1.0,0.0,2020-09-12,576.24,2,1,+5000 spendings (10% off)
4574,21399,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.98242,31.14294,2020-09-12,260.0,3.0,2.0,2020-09-12,780.0,2,1,+5000 spendings (10% off)
4575,21403,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1802,31.2058,2020-09-12,4379.493076923077,13.0,3.0,2021-02-22,56933.41,2,0,+10000 spendings (15% off)
4576,21430,سوبر ماركت,100123.0,الهرم,Giza,الهرم,31.14051,29.98272,2020-09-12,260.0,2.0,1.0,2020-09-12,520.0,2,1,+5000 spendings (10% off)
4577,21464,كشك,100123.0,الهرم,Giza,نزلة البطران,29.97581,31.14981,2020-09-12,260.0,1.0,0.0,2020-09-12,260.0,1,1,+5000 spendings (10% off)
4581,21493,سوبر ماركت,100152.0,مدينة السلام,Cairo,السلام,30.10144,31.28071,2020-09-13,952.56,1.0,1.0,2020-09-30,952.56,2,1,+5000 spendings (10% off)
4584,21512,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.12889,31.26463,2020-09-13,651.3233333333334,3.0,0.0,2020-12-03,1953.97,1,1,+5000 spendings (10% off)
4585,21517,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.98675,31.16275,2020-09-13,260.0,2.0,0.0,2020-09-22,520.0,2,1,+5000 spendings (10% off)
4587,21529,كشك,100123.0,الهرم,Giza,نزلة السيسي,31.15203,29.98136,2020-09-13,260.0,2.0,1.0,2020-09-13,520.0,1,1,+5000 spendings (10% off)
4588,21538,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13845,31.27395,2020-09-13,762.795,2.0,0.0,2020-12-19,1525.59,2,1,+5000 spendings (10% off)
4592,21601,سوبر ماركت,100123.0,الهرم,Giza,الطالبية,31.18883,29.98929,2020-09-13,649.25,1.0,0.0,2020-10-28,649.25,2,1,+5000 spendings (10% off)
4593,21607,كشك,100112.0,العمرانية,Giza,العمرانية الغربية,31.1968,29.99426,2020-09-13,486.06,2.0,1.0,2020-09-13,972.12,5,1,+5000 spendings (10% off)
4594,21619,عطارة,100157.0,بولاق الدكرور,Giza,الورشة من ش ناهيا,30.04095,31.17545,2020-09-13,798.43,2.0,1.0,2021-03-01,1596.86,3,1,+5000 spendings (10% off)
4595,21627,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1418,31.2396,2020-09-13,3222.24,1.0,0.0,2020-09-13,3222.24,2,1,+5000 spendings (10% off)
4596,21641,كشك,100123.0,الهرم,Giza,نزلة السيسي,29.98348,31.1459,2020-09-13,260.0,2.0,1.0,2020-09-13,520.0,1,1,+5000 spendings (10% off)
4597,21644,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1233,31.24485,2020-09-13,875.3279999999999,5.0,2.0,2020-09-27,4376.639999999999,5,1,+5000 spendings (10% off)
4598,21653,سوبر ماركت,100104.0,٦ اكتوبر,Giza,٦ اكتوبر,29.99322,31.19293,2020-09-13,260.0,1.0,0.0,2020-09-13,260.0,2,1,+5000 spendings (10% off)
4599,21696,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.13692,31.27281,2020-09-14,983.375,2.0,0.0,2020-09-14,1966.75,2,1,+5000 spendings (10% off)
4600,21697,سوبر ماركت,100184.0,شبرا الخيمه,Cairo,شبرا الخيمه,30.13135,31.2468,2020-09-14,932.5333333333332,3.0,0.0,2021-02-24,2797.6,2,1,+5000 spendings (10% off)
4601,21706,سوبر ماركت,100123.0,الهرم,Giza,كفر الجبل,29.96154,31.15378,2020-09-14,260.0,1.0,0.0,2020-09-14,260.0,2,1,+5000 spendings (10% off)
4602,21714,كشك,100160.0,ميت عقبه,Giza,ميت عقبه,30.0662,31.1943,2020-09-14,2224.962,5.0,3.0,2021-02-21,11124.81,5,1,+5000 spendings (10% off)
4603,21717,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.112,31.2479,2020-09-14,635.04,1.0,0.0,2020-10-21,635.04,5,1,+5000 spendings (10% off)
4604,21730,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.11171,31.24756,2020-09-14,737.2766666666666,3.0,1.0,2021-03-16,2211.83,1,1,+5000 spendings (10% off)
4608,21790,كشك,100158.0,ارض اللواء,Giza,أرض اللواء,30.04585,31.1884,2020-09-14,516.5333333333333,3.0,0.0,2020-10-28,1549.6,5,1,+5000 spendings (10% off)
4609,21808,سوبر ماركت,100158.0,ارض اللواء,Giza,أرض اللواء,30.0542,31.189,2020-09-14,1577.8866666666663,9.0,2.0,2021-03-10,14200.98,2,1,+5000 spendings (10% off)
4610,22639,سوبر ماركت,100162.0,الوراق,Giza,وراق الحضر,30.09475,31.2221,2020-09-17,385.0,2.0,1.0,2020-10-19,770.0,2,1,+5000 spendings (10% off)
4611,22676,سوبر ماركت,100119.0,فيصل,Giza,,30.00485,31.14451,2020-09-17,260.0,1.0,0.0,2020-09-17,260.0,2,1,+5000 spendings (10% off)
4615,23518,سوبر ماركت,100123.0,الهرم,Giza,الليبيني هرم,29.97485,31.1614,2020-09-22,1191.915,2.0,0.0,2021-02-23,2383.83,2,1,+5000 spendings (10% off)
4617,23535,سوبر ماركت,100121.0,حدائق الاهرام,Giza,حدائق الاهرام,29.95644,31.03906,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
4621,23556,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.99034,31.16227,2020-09-22,596.2099999999999,5.0,0.0,2021-03-02,2981.05,2,1,+5000 spendings (10% off)
4623,23582,سوبر ماركت,100104.0,٦ اكتوبر,Giza,٦ اكتوبر,29.9568,31.0385,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
4624,23589,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.99683,31.17685,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
4625,23600,سوبر ماركت,100119.0,فيصل,Giza,,30.00006,31.14824,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
4626,23606,سوبر ماركت,100123.0,الهرم,Giza,المريوطية هرم,29.99954,31.15328,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
4629,23627,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.146,31.2843,2020-09-22,579.375,2.0,0.0,2020-09-23,1158.75,2,1,+5000 spendings (10% off)
4632,23649,سوبر ماركت,100123.0,الهرم,Giza,الهرم,29.99355,31.15295,2020-09-22,260.0,1.0,0.0,2020-09-22,260.0,2,1,+5000 spendings (10% off)
4634,23696,سوبر ماركت,100134.0,مدينه نصر,Cairo,زهراء مدينه نصر,31.2179,30.09203,2020-09-23,611.52,1.0,1.0,2020-09-23,611.52,2,1,+5000 spendings (10% off)
4635,23702,كشك,100110.0,المرج,Cairo,,,,2020-09-23,330.56,4.0,4.0,2020-10-06,1322.24,5,1,+5000 spendings (10% off)
4636,23703,سوبر ماركت,100123.0,الهرم,Giza,نزلة البطران,29.97465,31.15434,2020-09-23,1856.41,1.0,1.0,2020-09-24,1856.41,2,1,+5000 spendings (10% off)
4637,23705,سوبر ماركت,100119.0,فيصل,Giza,المساحة,30.0106,31.1916,2020-09-23,494.295,2.0,0.0,2021-02-09,988.59,2,1,+5000 spendings (10% off)
4639,23711,عطارة,100123.0,الهرم,Giza,كفر المنفى,29.973,31.1547,2020-09-23,915.225,2.0,0.0,2021-01-31,1830.45,3,1,+5000 spendings (10% off)
4640,23716,سوبر ماركت,100126.0,امبابة,Giza,قومية,30.09075,31.2139,2020-09-23,1086.2599999999998,5.0,1.0,2021-03-09,5431.299999999999,2,1,+5000 spendings (10% off)
4644,23764,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.01259,31.19109,2020-09-23,559.09,1.0,1.0,2020-09-23,559.09,2,1,+5000 spendings (10% off)
4648,23798,عطارة,100155.0,القناطر الخيرية,Cairo,سوق التلات ,30.1975,31.13335,2020-09-23,2426.76,1.0,0.0,2020-09-23,2426.76,3,1,+5000 spendings (10% off)
4651,23827,سوبر ماركت,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.14463,31.26031,2020-09-23,879.6666666666666,3.0,2.0,2021-02-21,2639.0,2,1,+5000 spendings (10% off)
4654,23847,سوبر ماركت,100155.0,القناطر الخيرية,Cairo,سوق التلات ,30.19935,31.134,2020-09-23,3995.26,2.0,1.0,2021-03-10,7990.519999999999,2,1,+5000 spendings (10% off)
4656,23869,سوبر ماركت,100119.0,فيصل,Giza,المطبعة,30.00378,31.16874,2020-09-23,515.0,2.0,0.0,2021-02-09,1030.0,2,1,+5000 spendings (10% off)
4658,23888,كشك,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,30.1201,31.2457,2020-09-23,611.28,1.0,0.0,2020-09-23,611.28,5,1,+5000 spendings (10% off)
4659,23957,عطارة,100143.0,شبرا الخيمة,Cairo,شبرا الخيمة,31.24805,30.1399,2020-09-23,879.0199999999999,3.0,2.0,2020-10-25,2637.0599999999995,3,1,+5000 spendings (10% off)
4665,26576,سوبر ماركت,100162.0,الوراق,Giza,وراق الحضر,31.2146,30.10566,2020-10-04,520.48,1.0,0.0,2020-10-04,520.48,2,1,+5000 spendings (10% off)
4666,26594,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية ,29.98875,31.19365,2020-10-04,816.34,1.0,0.0,2020-10-30,816.34,2,1,+5000 spendings (10% off)
4668,26710,عطارة,100126.0,امبابة,Giza,,30.096,31.2199,2020-10-04,552.23,1.0,1.0,2020-10-04,552.23,3,1,+5000 spendings (10% off)
4669,26737,كشك,100105.0,العباسية,Cairo,,30.06767,31.28022,2020-10-04,808.5,1.0,1.0,2020-10-04,808.5,5,1,+5000 spendings (10% off)
4670,26743,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,30.10078,31.27613,2020-10-04,696.39,2.0,1.0,2021-03-11,1392.78,2,1,+5000 spendings (10% off)
4671,26750,سوبر ماركت,100107.0,عين شمس,Cairo,عين شمس,30.1241,31.3188,2020-10-04,742.06,1.0,0.0,2020-10-17,742.06,2,1,+5000 spendings (10% off)
4672,26773,سوبر ماركت,100162.0,الوراق,Giza,وراق الحضر,31.2055,30.10679,2020-10-04,661.21,1.0,0.0,2020-10-04,661.21,2,1,+5000 spendings (10% off)
4674,27986,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.81084,31.31169,2020-10-17,459.75,2.0,1.0,2021-02-28,919.5,2,1,+5000 spendings (10% off)
4676,28598,سوبر ماركت,100126.0,امبابة,Giza,قومية,31.19126,30.08905,2020-10-14,633.3199999999999,2.0,0.0,2020-10-14,1266.64,2,1,+5000 spendings (10% off)
4677,30774,كشك,100110.0,المرج,Cairo,المرج القديمة,30.1462,31.3348,2020-10-19,863.3066666666665,3.0,1.0,2021-02-25,2589.92,1,1,+5000 spendings (10% off)
4678,30777,كشك,100110.0,المرج,Cairo,المرج القديمة,31.34169,30.15203,2020-10-19,499.8,1.0,0.0,2020-10-19,499.8,5,1,+5000 spendings (10% off)
4680,30782,كشك,100106.0,العجوزة,Giza,العجوزة,30.0604,31.21175,2020-10-19,575.3199999999999,2.0,0.0,2020-10-27,1150.64,5,1,+5000 spendings (10% off)
4681,31179,كشك,100119.0,فيصل,Giza,,29.99559,31.15181,2020-10-20,401.835,4.0,3.0,2021-02-06,1607.34,1,1,+5000 spendings (10% off)
4682,31586,عطارة,100140.0,مصر القديمة,Cairo,مصر القديمة,30.01836,31.23458,2020-10-21,510.58,1.0,1.0,2020-10-21,510.58,3,1,+5000 spendings (10% off)
4685,33169,سوبر ماركت,100184.0,شبرا الخيمه,Cairo,,31.28994,30.13799,2020-10-25,503.48,1.0,0.0,2020-10-25,503.48,2,1,+5000 spendings (10% off)
4688,34165,كشك,100160.0,ميت عقبه,Giza,,30.06449,31.19718,2020-10-27,499.8,1.0,0.0,2020-10-27,499.8,1,1,+5000 spendings (10% off)
4691,34873,كشك,100150.0,الوايلي,Cairo,,30.09063,31.30266,2020-10-29,573.87,1.0,0.0,2020-10-29,573.87,5,1,+5000 spendings (10% off)
4693,35291,سوبر ماركت,100130.0,المنيل,Giza,,30.02035,31.22619,2020-10-31,504.27,1.0,1.0,2020-10-31,504.27,2,1,+5000 spendings (10% off)
4695,766,كشك,100125.0,حلوان,Cairo,المعصرة,,,2020-01-21,2150.483333333333,3.0,1.0,2021-03-02,6451.45,1,1,+5000 spendings (10% off)
4696,1064,كشك,100217.0,حدائق حلوان,Cairo,حدائق حلوان,29.89303,31.29846,2020-01-21,1013.4375,4.0,2.0,2021-03-03,4053.75,5,1,+5000 spendings (10% off)
4697,1072,سوبر ماركت,100101.0,١٥ مايو,Cairo,,29.81856,31.36216,2020-01-21,459.0,1.0,1.0,2020-04-18,459.0,2,1,+5000 spendings (10% off)
4698,2459,كشك,100128.0,المعادي,Cairo,المعادي,29.9606,31.258,2020-02-04,777.1,1.0,0.0,2020-11-03,777.1,5,1,+5000 spendings (10% off)
4699,2621,كشك,100101.0,١٥ مايو,Cairo,,29.81857,31.3661,2020-02-04,8713.84,1.0,1.0,2020-03-17,8713.84,1,1,+5000 spendings (10% off)
4700,2735,سوبر ماركت,100125.0,حلوان,Cairo,المعصرة,29.90795,31.29415,2020-03-16,2847.696,20.0,13.0,2021-03-08,56953.92,2,0,+10000 spendings (15% off)
4702,2766,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,,,2020-03-17,4828.143928571429,28.0,7.0,2021-03-09,135188.03,2,0,+10000 spendings (15% off)
4703,2938,سوبر ماركت,100134.0,مدينه نصر,Cairo,مدينه نصر,,,2020-03-23,3789.335,2.0,1.0,2020-04-06,7578.67,2,1,+5000 spendings (10% off)
4704,3054,سوبر ماركت,100125.0,حلوان,Cairo,المعصرة,29.90789,31.2979,2020-04-02,2890.84,8.0,2.0,2021-03-09,23126.72,2,3,+15000 spendings (18% off)
4706,3516,سوبر ماركت,100110.0,المرج,Cairo,المرج,30.1547,31.3321,2020-04-19,1819.82,5.0,2.0,2020-07-23,9099.1,2,1,+5000 spendings (10% off)
4707,5716,سوبر ماركت,100157.0,بولاق الدكرور,Giza,زنين,31.18882,30.03441,2020-05-13,785.5,4.0,3.0,2020-08-09,3142.0,2,1,+5000 spendings (10% off)
4708,6330,كشك,100131.0,المطرية,Cairo,الاميريه ,30.03515,31.11977,2020-05-16,920.7999999999998,6.0,2.0,2020-10-12,5524.799999999999,5,1,+5000 spendings (10% off)
4709,6773,سوبر ماركت,100128.0,المعادي,Cairo,دار السلام,29.96846,31.20554,2020-05-17,1416.355,4.0,1.0,2021-03-13,5665.42,2,1,+5000 spendings (10% off)
4710,7369,سوبر ماركت,100125.0,حلوان,Cairo,حلوان,29.8437,31.352,2020-05-20,2523.9960869565216,23.0,6.0,2021-03-16,58051.91,2,0,+10000 spendings (15% off)
4711,8398,سوبر ماركت,100101.0,١٥ مايو,Cairo,,29.83118,31.38377,2020-06-06,1700.595,4.0,1.0,2021-03-07,6802.38,2,1,+5000 spendings (10% off)
4712,8615,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية,29.98062,31.20557,2020-06-07,3175.6566666666663,6.0,1.0,2021-02-24,19053.94,2,3,+15000 spendings (18% off)
4713,9079,سوبر ماركت,100157.0,بولاق الدكرور,Giza,ابو اتاته,30.0332,31.19225,2020-06-08,511.6,1.0,1.0,2020-06-08,511.6,2,1,+5000 spendings (10% off)
4714,9669,سوبر ماركت,100125.0,حلوان,Cairo,,29.82616,31.34519,2020-06-09,3796.94,2.0,2.0,2020-10-13,7593.879999999999,2,1,+5000 spendings (10% off)
4715,9829,سوبر ماركت,100119.0,فيصل,Giza,العشرين,30.0155,31.18825,2020-06-10,1299.3849999999998,4.0,0.0,2021-02-04,5197.539999999999,2,1,+5000 spendings (10% off)
4716,9959,سوبر ماركت,100153.0,الخصوص,Cairo,الخصوص,,,2020-06-10,5886.075,2.0,2.0,2020-10-19,11772.15,2,1,+5000 spendings (10% off)
4717,10509,سوبر ماركت,100112.0,العمرانية,Giza,العمرانية الغربية ,29.9902,31.19985,2020-06-14,1521.8711111111108,9.0,0.0,2021-01-21,13696.839999999998,2,1,+5000 spendings (10% off)
4718,10600,سوبر ماركت,100101.0,١٥ مايو,Cairo,,29.83776,31.38242,2020-06-14,3034.42,2.0,1.0,2020-07-07,6068.839999999999,2,1,+5000 spendings (10% off)
4719,10780,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,29.8793,31.2916,2020-06-15,1542.3528571428571,14.0,4.0,2021-03-11,21592.94,2,3,+15000 spendings (18% off)
4720,10869,سوبر ماركت,100125.0,حلوان,Cairo,حدايق حلوان,31.29053,29.881,2020-06-15,2592.59,1.0,0.0,2020-08-13,2592.59,2,1,+5000 spendings (10% off)
4721,10954,سوبر ماركت,100142.0,شبرا مصر,Cairo,شبرا البلد,30.07399,31.23992,2020-06-16,947.6571428571428,7.0,0.0,2020-09-26,6633.6,2,1,+5000 spendings (10% off)
4722,11197,سوبر ماركت,100101.0,١٥ مايو,Cairo,,29.81795,31.3748,2020-06-17,848.25,5.0,1.0,2020-06-17,4241.25,2,1,+5000 spendings (10% off)
4723,11215,سوبر ماركت,100119.0,فيصل,Giza,الطالبية,30.0139,31.1754,2020-06-17,1947.0372727272725,11.0,4.0,2020-11-24,21417.41,2,3,+15000 spendings (18% off)
4724,11325,TKA Supermarket,100123.0,الهرم,Giza,ترسا,29.95645,31.15895,2020-06-18,9673.916875,16.0,2.0,2021-03-13,154782.66999999998,0,2,+17000 spendings (20% off)
4725,11326,سوبر ماركت,100113.0,الزيتون,Cairo,المطريه,30.10045,31.31267,2020-06-18,666.4,1.0,0.0,2020-10-17,666.4,2,1,+5000 spendings (10% off)
4727,11607,سوبر ماركت,100157.0,بولاق الدكرور,Giza,زنين,31.18859,30.03762,2020-06-20,1244.915,2.0,0.0,2021-02-26,2489.83,2,1,+5000 spendings (10% off)
4729,11867,سوبر ماركت,100116.0,الدقي,Giza,الدقي,30.02805,31.2032,2020-06-23,1556.938571428571,7.0,1.0,2021-03-02,10898.57,2,1,+5000 spendings (10% off)
4730,11900,سوبر ماركت,100101.0,١٥ مايو,Cairo,١٥ مايو,29.81135,31.3781,2020-06-23,2446.9890909090905,11.0,7.0,2021-03-06,26916.88,2,3,+15000 spendings (18% off)
4731,12324,كشك,100142.0,شبرا مصر,Cairo,الخلفاوى,30.06845,31.24555,2020-06-27,845.415,4.0,2.0,2020-10-07,3381.66,5,1,+5000 spendings (10% off)
4732,13174,كشك,100125.0,حلوان,Cairo,المعصرة,29.9061,31.2978,2020-01-28,4407.1016666666665,6.0,1.0,2021-01-26,26442.61,1,3,+15000 spendings (18% off)
